"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Angola","All ages lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","8214",""
"Angola","All ages lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","9077",""
"Angola","All ages lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","8763",""
"Angola","All ages lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","8262",""
"Angola","All ages lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","7573",""
"Angola","All ages lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","6849",""
"Angola","All ages lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","6176",""
"Angola","All ages lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","5466",""
"Angola","All ages lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","4794",""
"Angola","All ages lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","4184",""
"Angola","All ages lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","3587",""
"Angola","All ages lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","3018",""
"Angola","All ages lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","2500",""
"Angola","All ages lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","2026",""
"Angola","All ages lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","1608",""
"Angola","All ages lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","1240",""
"Angola","All ages lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","950",""
"Angola","All ages lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","698",""
"Angola","All ages upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","17112",""
"Angola","All ages upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","16313",""
"Angola","All ages upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","15512",""
"Angola","All ages upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","15103",""
"Angola","All ages upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","15434",""
"Angola","All ages upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","16100",""
"Angola","All ages upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","17132",""
"Angola","All ages upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","16886",""
"Angola","All ages upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","16060",""
"Angola","All ages upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","14937",""
"Angola","All ages upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","13797",""
"Angola","All ages upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","12515",""
"Angola","All ages upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","11131",""
"Angola","All ages upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","9805",""
"Angola","All ages upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","8555",""
"Angola","All ages upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","7335",""
"Angola","All ages upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","6224",""
"Angola","All ages upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","5165",""
"Angola","All ages upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","4220",""
"Angola","All ages upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","3354",""
"Angola","All ages upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","2641",""
"Angola","All ages upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","2045",""
"Angola","All ages upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","1564",""
"Argentina","Adults (15+) estimate","2012","UNAIDS_Spectrum Estimates_","Number","3599",""
"Argentina","Adults (15+) estimate","2011","UNAIDS_Spectrum Estimates_","Number","3686",""
"Argentina","Adults (15+) estimate","2010","UNAIDS_Spectrum Estimates_","Number","3573",""
"Argentina","Adults (15+) estimate","2009","UNAIDS_Spectrum Estimates_","Number","3084",""
"Argentina","Adults (15+) estimate","2008","UNAIDS_Spectrum Estimates_","Number","3640",""
"Argentina","Adults (15+) estimate","2007","UNAIDS_Spectrum Estimates_","Number","3922",""
"Argentina","Adults (15+) estimate","2006","UNAIDS_Spectrum Estimates_","Number","3789",""
"Argentina","Adults (15+) estimate","2005","UNAIDS_Spectrum Estimates_","Number","2641",""
"Argentina","Adults (15+) estimate","2004","UNAIDS_Spectrum Estimates_","Number","3015",""
"Argentina","Adults (15+) estimate","2003","UNAIDS_Spectrum Estimates_","Number","3083",""
"Argentina","Adults (15+) estimate","2002","UNAIDS_Spectrum Estimates_","Number","3055",""
"Argentina","Adults (15+) estimate","2001","UNAIDS_Spectrum Estimates_","Number","2773",""
"Argentina","Adults (15+) estimate","2000","UNAIDS_Spectrum Estimates_","Number","2608",""
"Argentina","Adults (15+) estimate","1999","UNAIDS_Spectrum Estimates_","Number","2339",""
"Argentina","Adults (15+) estimate","1998","UNAIDS_Spectrum Estimates_","Number","2010",""
"Argentina","Adults (15+) estimate","1997","UNAIDS_Spectrum Estimates_","Number","1656",""
"Argentina","Adults (15+) estimate","1996","UNAIDS_Spectrum Estimates_","Number","1554",""
"Argentina","Adults (15+) estimate","1995","UNAIDS_Spectrum Estimates_","Number","2058",""
"Argentina","Adults (15+) estimate","1994","UNAIDS_Spectrum Estimates_","Number","1812",""
"Argentina","Adults (15+) estimate","1993","UNAIDS_Spectrum Estimates_","Number","1449",""
"Argentina","Adults (15+) estimate","1992","UNAIDS_Spectrum Estimates_","Number","1127",""
"Argentina","Adults (15+) estimate","1991","UNAIDS_Spectrum Estimates_","Number","853",""
"Argentina","Adults (15+) estimate","1990","UNAIDS_Spectrum Estimates_","Number","628",""
"Argentina","Adults (15+) lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","2115",""
"Argentina","Adults (15+) lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","2147",""
"Argentina","Adults (15+) lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","2057",""
"Argentina","Adults (15+) lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","1689",""
"Argentina","Adults (15+) lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","2092",""
"Argentina","Adults (15+) lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","2350",""
"Argentina","Adults (15+) lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","2237",""
"Argentina","Adults (15+) lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","1398",""
"Argentina","Adults (15+) lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","1729",""
"Argentina","Adults (15+) lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","1796",""
"Argentina","Adults (15+) lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","1817",""
"Argentina","Adults (15+) lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","1665",""
"Argentina","Adults (15+) lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","1523",""
"Argentina","Adults (15+) lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","1266",""
"Argentina","Adults (15+) lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","1020",""
"Argentina","Adults (15+) lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","724",""
"Argentina","Adults (15+) lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","645",""
"Argentina","Adults (15+) lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","1067",""
"Argentina","Adults (15+) lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","920",""
"Argentina","Adults (15+) lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","672",""
"Argentina","Adults (15+) lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","477",""
"Argentina","Adults (15+) lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","337",""
"Argentina","Adults (15+) lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","232",""
"Argentina","Adults (15+) upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","5193",""
"Argentina","Adults (15+) upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","5296",""
"Argentina","Adults (15+) upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","5247",""
"Argentina","Adults (15+) upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","4713",""
"Argentina","Adults (15+) upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","5423",""
"Argentina","Adults (15+) upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","5697",""
"Argentina","Adults (15+) upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","5589",""
"Argentina","Adults (15+) upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","4195",""
"Argentina","Adults (15+) upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","4599",""
"Argentina","Adults (15+) upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","4605",""
"Argentina","Adults (15+) upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","4529",""
"Argentina","Adults (15+) upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","4139",""
"Argentina","Adults (15+) upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","3878",""
"Argentina","Adults (15+) upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","3501",""
"Argentina","Adults (15+) upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","3122",""
"Argentina","Adults (15+) upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","2700",""
"Argentina","Adults (15+) upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","2557",""
"Argentina","Adults (15+) upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","3149",""
"Argentina","Adults (15+) upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","2841",""
"Argentina","Adults (15+) upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","2361",""
"Argentina","Adults (15+) upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","1915",""
"Argentina","Adults (15+) upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","1521",""
"Argentina","Adults (15+) upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","1200",""
"Argentina","All ages estimate","2012","UNAIDS_Spectrum Estimates_","Number","3660",""
"Argentina","All ages estimate","2011","UNAIDS_Spectrum Estimates_","Number","3747",""
"Argentina","All ages estimate","2010","UNAIDS_Spectrum Estimates_","Number","3632",""
"Argentina","All ages estimate","2009","UNAIDS_Spectrum Estimates_","Number","3130",""
"Argentina","All ages estimate","2008","UNAIDS_Spectrum Estimates_","Number","3676",""
"Argentina","All ages estimate","2007","UNAIDS_Spectrum Estimates_","Number","3969",""
"Argentina","All ages estimate","2006","UNAIDS_Spectrum Estimates_","Number","3833",""
"Argentina","All ages estimate","2005","UNAIDS_Spectrum Estimates_","Number","2682",""
"Argentina","All ages estimate","2004","UNAIDS_Spectrum Estimates_","Number","3051",""
"Argentina","All ages estimate","2003","UNAIDS_Spectrum Estimates_","Number","3112",""
"Argentina","All ages estimate","2002","UNAIDS_Spectrum Estimates_","Number","3097",""
"Argentina","All ages estimate","2001","UNAIDS_Spectrum Estimates_","Number","2873",""
"Argentina","All ages estimate","2000","UNAIDS_Spectrum Estimates_","Number","2702",""
"Argentina","All ages estimate","1999","UNAIDS_Spectrum Estimates_","Number","2424",""
"Argentina","All ages estimate","1998","UNAIDS_Spectrum Estimates_","Number","2097",""
"Argentina","All ages estimate","1997","UNAIDS_Spectrum Estimates_","Number","1747",""
"Argentina","All ages estimate","1996","UNAIDS_Spectrum Estimates_","Number","1672",""
"Argentina","All ages estimate","1995","UNAIDS_Spectrum Estimates_","Number","2235",""
"Argentina","All ages estimate","1994","UNAIDS_Spectrum Estimates_","Number","1988",""
"Argentina","All ages estimate","1993","UNAIDS_Spectrum Estimates_","Number","1599",""
"Argentina","All ages estimate","1992","UNAIDS_Spectrum Estimates_","Number","1252",""
"Argentina","All ages estimate","1991","UNAIDS_Spectrum Estimates_","Number","955",""
"Argentina","All ages estimate","1990","UNAIDS_Spectrum Estimates_","Number","708",""
"Argentina","All ages lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","2163",""
"Argentina","All ages lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","2198",""
"Argentina","All ages lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","2089",""
"Argentina","All ages lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","1718",""
"Argentina","All ages lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","2134",""
"Argentina","All ages lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","2386",""
"Argentina","All ages lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","2275",""
"Argentina","All ages lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","1439",""
"Argentina","All ages lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","1765",""
"Argentina","All ages lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","1816",""
"Argentina","All ages lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","1847",""
"Argentina","All ages lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","1720",""
"Argentina","All ages lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","1585",""
"Argentina","All ages lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","1309",""
"Argentina","All ages lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","1059",""
"Argentina","All ages lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","774",""
"Argentina","All ages lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","697",""
"Argentina","All ages lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","1169",""
"Argentina","All ages lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","1027",""
"Argentina","All ages lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","750",""
"Argentina","All ages lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","542",""
"Argentina","All ages lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","384",""
"Argentina","All ages lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","266",""
"Argentina","All ages upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","5272",""
"Argentina","All ages upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","5375",""
"Argentina","All ages upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","5311",""
"Argentina","All ages upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","4767",""
"Argentina","All ages upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","5460",""
"Argentina","All ages upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","5745",""
"Argentina","All ages upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","5647",""
"Argentina","All ages upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","4237",""
"Argentina","All ages upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","4636",""
"Argentina","All ages upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","4630",""
"Argentina","All ages upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","4605",""
"Argentina","All ages upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","4266",""
"Argentina","All ages upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","4006",""
"Argentina","All ages upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","3612",""
"Argentina","All ages upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","3252",""
"Argentina","All ages upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","2837",""
"Argentina","All ages upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","2736",""
"Argentina","All ages upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","3397",""
"Argentina","All ages upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","3081",""
"Argentina","All ages upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","2582",""
"Argentina","All ages upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","2106",""
